1	0	0	0	0	0	0	0	0	0
2	0	0	0	100	0	0	100	0	0
3	0	0	0	0	0	0	0	0	0
4	33.333	0	0	0	0	0	100	100	100
5	0	0	0	33.333	0	0	83.333	75	0
6	11.111	0	0	22.222	0	0	87.5	85.714	66.667
7	33.333	0	0	0	0	0	100	100	100
8	0	0	0	50	0	0	50	0	0
9	0	0	0	0	0	0	0	0	0
10	0	0	0	33.333	0	0	83.333	75	0
11	0	33.333	0	50	50	0	33.333	0	0
12	0	0	0	0	0	0	0	0	0
13	28.571	0	0	71.429	0	0	100	100	0
14	0	0	0	0	0	0	100	100	0
15	0	0	0	0	0	0	100	100	100
16	0	0	0	100	0	0	100	0	0
17	100	0	0	0	0	0	0	100	0
18	0	0	0	100	0	0	100	0	0
19	0	0	0	0	0	0	0	0	0
20	0	0	0	100	0	0	100	0	0
21	7.692	0	0	61.538	0	0	91.667	80	50
22	0	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0	0	0
25	28.571	0	0	71.429	0	0	100	100	0
26	7.143	0	0	64.286	0	0	92.308	80	50
27	7.692	0	0	61.538	0	0	91.667	80	50
28	0	0	36.364	14.286	0	40	71.429	66.667	71.429
30	0	0	0	100	0	0	100	0	0
31	0	0	0	100	0	0	100	0	0
32	0	0	0	100	0	0	100	0	0
33	0	0	0	0	0	0	0	0	0
34	0	0	0	0	0	0	0	0	0
35	0	0	0	0	0	0	0	0	0
36	0	0	0	0	0	0	0	0	0
37	0	0	0	0	0	0	0	0	0
38	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	0	0
41	0	0	0	0	0	0	0	0	0
42	0	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0
44	0	0	0	0	0	0	0	0	0
45	0	0	0	0	0	0	0	0	0
46	0	0	0	0	0	0	0	0	0
47	0	0	0	0	0	0	0	0	0
48	0	0	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0	0	0
50	0	0	0	0	0	0	0	0	0
 									
