1	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	100	100	100
5	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0
7	0	0	11.111	0	0	11.111	93.75	93.75	93.75
8	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0
10	0	0	100	0	0	100	0	0	100
11	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	100	100	100
14	0	0	0	0	0	0	0	0	0
15	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0	0	0
26	0	0	100	0	0	100	0	0	100
27	0	0	100	0	0	100	0	0	100
28	0	0	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0
31	0	0	100	0	0	100	0	0	100
32	0	0	58.333	60	0	77.778	80	50	88.889
33	0	0	0	0	0	0	0	0	0
34	0	0	0	0	0	0	0	0	0
35	0	0	0	0	0	0	0	0	0
36	0	0	100	0	0	100	0	0	100
37	0	0	0	0	0	0	0	0	0
38	0	0	0	0	0	0	0	0	0
39	0	0	100	0	0	100	0	0	100
40	0	0	0	0	0	0	0	0	0
41	0	0	0	100	0	100	100	0	100
42	0	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0
44	0	0	0	0	0	0	100	100	100
45	0	0	100	0	0	100	0	0	100
46	0	0	0	100	0	100	100	0	100
47	0	0	100	0	0	100	0	0	100
48	0	0	0	0	0	0	100	100	100
49	0	0	0	0	0	0	100	100	100
50	0	0	0	100	0	100	100	0	100
 									
