7	0	0	100	0	0	100	0	0	100
8	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	10	10	10
12	0	0	0	0	0	0	0	0	0
13	0	0	100	0	0	100	0	0	100
14	0	0	0	0	0	0	0	0	0
20	0	0	50	0	0	50	0	0	50
21	0	0	0	73.684	0	37.5	73.684	0	37.5
22	0	0	100	0	0	100	0	0	100
23	0	0	100	0	0	100	0	0	100
24	0	0	84.615	0	0	84.615	0	0	84.615
25	0	0	100	0	0	100	0	0	100
26	0	0	50	0	0	50	0	0	50
27	0	0	100	0	0	100	0	0	100
28	0	0	100	0	0	100	0	0	100
29	0	0	100	0	0	100	0	0	100
30	0	0	100	0	0	100	0	0	100
31	0	0	100	0	0	100	0	0	100
32	0	0	100	0	0	100	0	0	100
33	0	0	100	0	0	100	0	0	100
34	0	0	0	89.474	0	0	89.474	0	0
35	0	0	0	0	0	0	0	0	0
36	0	0	100	0	0	100	0	0	100
37	0	0	0	0	0	0	0	0	0
38	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0
40	0	0	0	85	0	0	85	0	0
42	0	0	100	0	0	100	0	0	100
43	0	0	100	0	0	100	0	0	100
44	0	0	100	0	0	100	0	0	100
45	0	0	12.5	42.857	0	50	42.857	0	50
46	0	0	50	0	0	50	0	0	50
47	0	0	50	0	0	50	0	0	50
50	0	0	100	0	0	100	0	0	100
 									
