1	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0
3	0	0	99.231	0	0	99.231	0	0	99.231
4	0	0	99.231	0	0	99.231	0	0	99.231
5	0	0	100	0	0	100	0	0	100
6	0	0	99.231	0	0	99.231	0	0	99.231
7	0	0	0	0	0	0	0	0	0
8	0	0	99.231	0	0	99.231	0	0	99.231
9	0	0	0	0	0	0	0	0	0
10	0	0	99.231	0	0	99.231	0	0	99.231
11	0	0	0	0	0	0	0	0	0
12	0	0	96.923	0	0	96.923	0	0	96.923
13	0	0	0	0	0	0	0	0	0
14	0	0	99.231	0	0	99.231	0	0	99.231
15	0	0	0	0	0	0	0	0	0
16	0	0	96.923	0	0	96.923	100	100	100
17	0	0	0	0	0	0	0	0	0
18	0	0	96.923	0	0	96.923	0	0	96.923
19	0	0	0	0	0	0	0	0	0
20	0	0	99.231	0	0	99.231	0	0	99.231
21	0	0	99.231	0	0	99.231	0	0	99.231
22	0	0	44.828	33.75	0	61.314	97.5	96.226	98.54
23	0	0	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0	0	0
26	0	0	96.923	0	0	96.923	75	75	99.231
27	0	0	0	0	0	0	0	0	0
28	0	0	98.473	0	0	98.473	50	50	99.237
29	0	0	98.473	0	0	98.473	50	50	99.237
30	0	0	98.473	0	0	98.473	50	50	99.237
31	0	0	96.923	0	0	96.923	0	0	96.923
32	0	0	96.923	0	0	96.923	0	0	96.923
33	0	0	96.154	0	0	96.154	0	0	96.154
34	0	0	0	0	0	0	0	0	0
35	0	0	0	0	0	0	0	0	0
36	0	0	99.231	0	0	99.231	0	0	99.231
37	0	0	0	0	0	0	0	0	0
38	0	0	100	0	0	100	0	0	100
39	0	0	100	0	0	100	0	0	100
40	0	0	100	0	0	100	0	0	100
41	0	0	99.231	0	0	99.231	0	0	99.231
42	0	0	99.231	0	0	99.231	0	0	99.231
43	0	0	98.473	0	0	98.473	0	0	98.473
44	0	0	98.473	0	0	98.473	0	0	98.473
45	0	0	98.473	0	0	98.473	0	0	98.473
46	0	0	100	0	0	100	0	0	100
47	0	0	100	0	0	100	0	0	100
48	0	0	13.043	1.429	0	14.286	5.714	4.348	18.012
49	0	0	100	0	0	100	0	0	100
50	0	0	100	0	0	100	0	0	100
 									
